  Elapsed time	   ECG1	   ECG2
       0:21.508	 -0.075	  0.035
       0:21.516	 -0.075	  0.055
       0:21.523	 -0.065	  0.105
       0:21.531	 -0.015	  0.075
       0:21.539	  0.045	 -0.035
       0:21.547	 -0.015	 -0.055
       0:21.555	 -0.085	 -0.055
       0:21.563	 -0.065	 -0.035
       0:21.570	 -0.065	  0.005
       0:21.578	 -0.115	 -0.005
       0:21.586	 -0.135	 -0.045
       0:21.594	 -0.175	 -0.045
       0:21.602	 -0.205	 -0.035
       0:21.609	 -0.225	 -0.025
       0:21.617	 -0.205	 -0.025
       0:21.625	 -0.165	 -0.045
       0:21.633	 -0.115	 -0.045
       0:21.641	 -0.145	  0.095
       0:21.648	 -0.725	  0.165
       0:21.656	 -0.665	 -0.105
       0:21.664	  0.425	 -0.555
       0:21.672	  2.075	 -0.225
       0:21.680	  2.805	  0.105
       0:21.688	  2.655	  0.695
       0:21.695	  1.885	 -0.225
       0:21.703	  0.215	 -0.835
       0:21.711	 -0.375	 -0.395
       0:21.719	 -0.255	 -0.075
       0:21.727	 -0.255	 -0.035
       0:21.734	 -0.285	 -0.055
       0:21.742	 -0.335	 -0.045
       0:21.750	 -0.355	 -0.075
       0:21.758	 -0.325	 -0.065
       0:21.766	 -0.295	 -0.075
       0:21.773	 -0.325	 -0.075
       0:21.781	 -0.295	 -0.085
       0:21.789	 -0.265	 -0.105
       0:21.797	 -0.215	 -0.095
       0:21.805	 -0.225	 -0.095
       0:21.813	 -0.225	 -0.115
       0:21.820	 -0.185	 -0.145
       0:21.828	 -0.185	 -0.135
       0:21.836	 -0.135	 -0.175
       0:21.844	 -0.115	 -0.165
       0:21.852	 -0.115	 -0.225
       0:21.859	 -0.115	 -0.205
       0:21.867	 -0.125	 -0.275
       0:21.875	 -0.145	 -0.285
       0:21.883	 -0.125	 -0.305
       0:21.891	 -0.085	 -0.275
       0:21.898	 -0.185	 -0.265
       0:21.906	 -0.185	 -0.295
       0:21.914	 -0.175	 -0.235
       0:21.922	 -0.155	 -0.165
       0:21.930	 -0.155	 -0.125
       0:21.938	 -0.095	 -0.105
       0:21.945	 -0.115	 -0.075
       0:21.953	 -0.135	 -0.045
       0:21.961	 -0.125	 -0.025
       0:21.969	 -0.125	 -0.015
       0:21.977	 -0.145	 -0.005
       0:21.984	 -0.135	  0.005
       0:21.992	 -0.155	 -0.025
       0:22.000	 -0.115	 -0.005
       0:22.008	 -0.155	  0.025
       0:22.016	 -0.135	  0.005
       0:22.023	 -0.125	 -0.025
       0:22.031	 -0.145	  0.005
       0:22.039	 -0.125	  0.005
       0:22.047	 -0.125	 -0.015
       0:22.055	 -0.125	  0.015
       0:22.063	 -0.135	  0.005
       0:22.070	 -0.135	 -0.015
       0:22.078	 -0.125	  0.005
       0:22.086	 -0.095	  0.005
       0:22.094	 -0.165	 -0.015
       0:22.102	 -0.125	 -0.025
       0:22.109	 -0.105	 -0.015
       0:22.117	 -0.115	  0.015
       0:22.125	 -0.135	 -0.015
       0:22.133	 -0.145	 -0.015
       0:22.141	 -0.155	 -0.005
       0:22.148	 -0.165	 -0.005
       0:22.156	 -0.105	  0.035
       0:22.164	 -0.075	  0.035
       0:22.172	 -0.065	  0.055
       0:22.180	 -0.035	  0.075
       0:22.188	  0.045	  0.015
       0:22.195	 -0.035	 -0.055
       0:22.203	 -0.065	 -0.055
       0:22.211	 -0.075	 -0.035
       0:22.219	 -0.115	 -0.025
       0:22.227	 -0.135	  0.005
       0:22.234	 -0.105	 -0.015
       0:22.242	 -0.175	 -0.035
       0:22.250	 -0.245	 -0.035
       0:22.258	 -0.225	 -0.035
       0:22.266	 -0.185	 -0.005
       0:22.273	 -0.185	 -0.035
       0:22.281	 -0.185	 -0.055
       0:22.289	 -0.145	  0.045
       0:22.297	 -0.645	  0.195
       0:22.305	 -0.775	 -0.085
       0:22.313	  0.215	 -0.645
       0:22.320	  1.945	 -0.325
       0:22.328	  2.815	  0.165
       0:22.336	  2.605	  0.685
       0:22.344	  1.545	 -0.485
       0:22.352	 -0.015	 -0.805
       0:22.359	 -0.285	 -0.275
       0:22.367	 -0.275	 -0.015
       0:22.375	 -0.325	 -0.055
       0:22.383	 -0.335	 -0.055
       0:22.391	 -0.385	 -0.075
       0:22.398	 -0.375	 -0.065
       0:22.406	 -0.355	 -0.075
       0:22.414	 -0.335	 -0.095
       0:22.422	 -0.335	 -0.095
       0:22.430	 -0.325	 -0.115
       0:22.438	 -0.275	 -0.085
       0:22.445	 -0.275	 -0.115
       0:22.453	 -0.245	 -0.135
       0:22.461	 -0.215	 -0.115
       0:22.469	 -0.235	 -0.125
       0:22.477	 -0.215	 -0.195
       0:22.484	 -0.155	 -0.195
       0:22.492	 -0.155	 -0.225
       0:22.500	 -0.135	 -0.235
       0:22.508	 -0.145	 -0.255
       0:22.516	 -0.125	 -0.275
       0:22.523	 -0.135	 -0.305
       0:22.531	 -0.125	 -0.325
       0:22.539	 -0.195	 -0.305
       0:22.547	 -0.165	 -0.275
       0:22.555	 -0.195	 -0.285
       0:22.563	 -0.175	 -0.255
       0:22.570	 -0.195	 -0.175
       0:22.578	 -0.185	 -0.155
       0:22.586	 -0.125	 -0.085
       0:22.594	 -0.145	 -0.085
       0:22.602	 -0.155	 -0.055
       0:22.609	 -0.165	 -0.015
       0:22.617	 -0.145	  0.005
       0:22.625	 -0.195	 -0.025
       0:22.633	 -0.175	 -0.015
       0:22.641	 -0.185	 -0.015
       0:22.648	 -0.165	 -0.015
       0:22.656	 -0.185	 -0.015
       0:22.664	 -0.165	  0.005
       0:22.672	 -0.175	 -0.025
       0:22.680	 -0.175	 -0.025
       0:22.688	 -0.155	  0.005
       0:22.695	 -0.135	 -0.015
       0:22.703	 -0.155	 -0.025
       0:22.711	 -0.155	  0.005
       0:22.719	 -0.155	 -0.015
       0:22.727	 -0.155	 -0.005
       0:22.734	 -0.115	  0.005
       0:22.742	 -0.145	 -0.025
       0:22.750	 -0.145	 -0.025
       0:22.758	 -0.155	 -0.045
       0:22.766	 -0.155	  0.005
       0:22.773	 -0.155	  0.005
       0:22.781	 -0.145	 -0.045
       0:22.789	 -0.145	 -0.035
       0:22.797	 -0.145	 -0.015
       0:22.805	 -0.135	 -0.005
       0:22.813	 -0.105	  0.015
       0:22.820	 -0.095	  0.005
       0:22.828	 -0.085	  0.045
       0:22.836	 -0.065	  0.055
       0:22.844	 -0.025	 -0.015
       0:22.852	 -0.015	 -0.065
       0:22.859	 -0.055	 -0.075
       0:22.867	 -0.085	 -0.075
       0:22.875	 -0.095	 -0.065
       0:22.883	 -0.115	  0.005
       0:22.891	 -0.115	 -0.035
       0:22.898	 -0.145	 -0.055
       0:22.906	 -0.175	 -0.035
       0:22.914	 -0.155	 -0.045
       0:22.922	 -0.155	 -0.035
       0:22.930	 -0.165	 -0.055
       0:22.938	 -0.145	 -0.055
       0:22.945	 -0.145	 -0.035
       0:22.953	 -0.215	  0.155
       0:22.961	 -0.295	  0.025
       0:22.969	  0.065	 -0.485
       0:22.977	  0.965	 -0.625
       0:22.984	  1.805	 -0.125
       0:22.992	  2.005	  0.655
       0:23.000	  1.645	  0.525
       0:23.008	  0.805	 -0.745
       0:23.016	  0.095	 -0.645
       0:23.023	 -0.125	 -0.165
       0:23.031	 -0.205	 -0.055
       0:23.039	 -0.255	 -0.125
       0:23.047	 -0.275	 -0.085
       0:23.055	 -0.315	 -0.075
       0:23.063	 -0.315	 -0.105
       0:23.070	 -0.305	 -0.085
       0:23.078	 -0.285	 -0.125
       0:23.086	 -0.285	 -0.125
       0:23.094	 -0.285	 -0.145
       0:23.102	 -0.245	 -0.125
       0:23.109	 -0.245	 -0.115
       0:23.117	 -0.225	 -0.155
       0:23.125	 -0.205	 -0.175
       0:23.133	 -0.195	 -0.205
       0:23.141	 -0.165	 -0.205
       0:23.148	 -0.145	 -0.205
       0:23.156	 -0.105	 -0.235
       0:23.164	 -0.115	 -0.315
       0:23.172	 -0.115	 -0.315
       0:23.180	 -0.105	 -0.345
       0:23.188	 -0.135	 -0.325
       0:23.195	 -0.135	 -0.345
       0:23.203	 -0.155	 -0.345
       0:23.211	 -0.185	 -0.345
       0:23.219	 -0.175	 -0.315
       0:23.227	 -0.165	 -0.245
       0:23.234	 -0.125	 -0.165
       0:23.242	 -0.135	 -0.155
       0:23.250	 -0.135	 -0.115
       0:23.258	 -0.105	 -0.065
       0:23.266	 -0.135	 -0.035
       0:23.273	 -0.195	 -0.035
       0:23.281	 -0.175	 -0.045
       0:23.289	 -0.205	 -0.025
       0:23.297	 -0.155	 -0.015
       0:23.305	 -0.135	 -0.005
       0:23.313	 -0.155	 -0.025
       0:23.320	 -0.175	 -0.025
       0:23.328	 -0.165	 -0.005
       0:23.336	 -0.155	 -0.025
       0:23.344	 -0.145	 -0.025
       0:23.352	 -0.165	 -0.025
       0:23.359	 -0.135	 -0.005
       0:23.367	 -0.125	 -0.015
       0:23.375	 -0.135	 -0.015
       0:23.383	 -0.145	 -0.015
       0:23.391	 -0.135	 -0.015
       0:23.398	 -0.135	 -0.015
       0:23.406	 -0.155	 -0.025
       0:23.414	 -0.135	 -0.015
       0:23.422	 -0.145	 -0.015
       0:23.430	 -0.125	 -0.005
       0:23.438	 -0.155	 -0.025
       0:23.445	 -0.175	 -0.045
       0:23.453	 -0.145	 -0.035
       0:23.461	 -0.155	 -0.025
       0:23.469	 -0.165	 -0.015
       0:23.477	 -0.165	 -0.035
       0:23.484	 -0.165	 -0.025
       0:23.492	 -0.115	 -0.005
       0:23.500	 -0.105	  0.015
       0:23.508	 -0.085	  0.015
       0:23.516	 -0.065	  0.055
       0:23.523	  0.005	  0.025
       0:23.531	  0.035	 -0.065
       0:23.539	 -0.025	 -0.075
       0:23.547	 -0.065	 -0.065
       0:23.555	 -0.105	 -0.015
       0:23.563	 -0.085	 -0.045
       0:23.570	 -0.105	 -0.015
       0:23.578	 -0.125	 -0.035
       0:23.586	 -0.165	 -0.035
       0:23.594	 -0.165	 -0.065
       0:23.602	 -0.185	 -0.045
       0:23.609	 -0.185	 -0.045
       0:23.617	 -0.175	 -0.055
       0:23.625	 -0.145	 -0.045
       0:23.633	 -0.175	  0.045
       0:23.641	 -0.495	  0.155
       0:23.648	 -0.555	 -0.155
       0:23.656	  0.165	 -0.755
       0:23.664	  1.555	 -0.315
       0:23.672	  2.265	  0.205
       0:23.680	  2.205	  0.925
       0:23.688	  1.595	  0.195
       0:23.695	  0.355	 -0.805
       0:23.703	 -0.175	 -0.465
       0:23.711	 -0.215	 -0.115
       0:23.719	 -0.225	 -0.045
       0:23.727	 -0.285	 -0.095
       0:23.734	 -0.295	 -0.115
       0:23.742	 -0.315	 -0.095
       0:23.750	 -0.305	 -0.105
       0:23.758	 -0.305	 -0.105
       0:23.766	 -0.285	 -0.085
       0:23.773	 -0.265	 -0.085
       0:23.781	 -0.275	 -0.155
       0:23.789	 -0.245	 -0.175
       0:23.797	 -0.215	 -0.155
       0:23.805	 -0.205	 -0.175
       0:23.813	 -0.195	 -0.205
       0:23.820	 -0.165	 -0.205
       0:23.828	 -0.155	 -0.245
       0:23.836	 -0.165	 -0.285
       0:23.844	 -0.135	 -0.305
       0:23.852	 -0.115	 -0.325
       0:23.859	 -0.105	 -0.345
       0:23.867	 -0.135	 -0.385
       0:23.875	 -0.135	 -0.405
       0:23.883	 -0.125	 -0.385
       0:23.891	 -0.175	 -0.355
       0:23.898	 -0.135	 -0.335
       0:23.906	 -0.145	 -0.295
       0:23.914	 -0.125	 -0.265
       0:23.922	 -0.125	 -0.195
       0:23.930	 -0.095	 -0.145
       0:23.938	 -0.075	 -0.105
       0:23.945	 -0.135	 -0.055
       0:23.953	 -0.185	 -0.045
       0:23.961	 -0.115	 -0.035
       0:23.969	 -0.145	 -0.055
       0:23.977	 -0.155	 -0.055
       0:23.984	 -0.145	 -0.015
       0:23.992	 -0.145	 -0.005
       0:24.000	 -0.165	 -0.035
       0:24.008	 -0.175	 -0.045
       0:24.016	 -0.175	 -0.025
       0:24.023	 -0.165	 -0.035
       0:24.031	 -0.165	 -0.045
       0:24.039	 -0.175	 -0.035
       0:24.047	 -0.125	 -0.005
       0:24.055	 -0.155	 -0.035
       0:24.063	 -0.155	 -0.035
       0:24.070	 -0.185	 -0.035
       0:24.078	 -0.165	 -0.035
       0:24.086	 -0.185	 -0.005
       0:24.094	 -0.175	 -0.035
       0:24.102	 -0.175	 -0.035
       0:24.109	 -0.175	 -0.055
       0:24.117	 -0.195	 -0.045
       0:24.125	 -0.185	 -0.055
       0:24.133	 -0.125	 -0.045
       0:24.141	 -0.155	  0.005
       0:24.148	 -0.165	 -0.045
       0:24.156	 -0.115	 -0.025
       0:24.164	 -0.095	  0.015
       0:24.172	 -0.115	  0.035
       0:24.180	 -0.065	  0.045
       0:24.188	  0.025	 -0.045
       0:24.195	 -0.075	 -0.085
       0:24.203	 -0.125	 -0.105
       0:24.211	 -0.175	 -0.075
       0:24.219	 -0.085	 -0.055
       0:24.227	 -0.105	 -0.055
       0:24.234	 -0.155	 -0.055
       0:24.242	 -0.155	 -0.045
       0:24.250	 -0.245	 -0.085
       0:24.258	 -0.235	 -0.075
       0:24.266	 -0.185	 -0.045
       0:24.273	 -0.225	 -0.045
       0:24.281	 -0.165	 -0.075
       0:24.289	 -0.205	  0.005
       0:24.297	 -0.665	  0.155
       0:24.305	 -0.705	 -0.105
       0:24.313	  0.445	 -0.535
       0:24.320	  2.135	 -0.295
       0:24.328	  2.795	  0.025
       0:24.336	  2.565	  0.735
       0:24.344	  1.515	 -0.055
       0:24.352	 -0.125	 -0.865
       0:24.359	 -0.415	 -0.425
       0:24.367	 -0.315	 -0.115
       0:24.375	 -0.335	 -0.075
       0:24.383	 -0.345	 -0.075
       0:24.391	 -0.365	 -0.085
       0:24.398	 -0.315	 -0.095
       0:24.406	 -0.295	 -0.095
       0:24.414	 -0.295	 -0.095
       0:24.422	 -0.265	 -0.115
       0:24.430	 -0.255	 -0.115
       0:24.438	 -0.265	 -0.135
       0:24.445	 -0.255	 -0.135
       0:24.453	 -0.225	 -0.125
       0:24.461	 -0.175	 -0.145
       0:24.469	 -0.175	 -0.175
       0:24.477	 -0.175	 -0.165
       0:24.484	 -0.145	 -0.205
       0:24.492	 -0.155	 -0.245
       0:24.500	 -0.115	 -0.265
       0:24.508	 -0.095	 -0.265
       0:24.516	 -0.105	 -0.285
       0:24.523	 -0.115	 -0.305
       0:24.531	 -0.115	 -0.295
       0:24.539	 -0.155	 -0.305
       0:24.547	 -0.145	 -0.275
       0:24.555	 -0.165	 -0.255
       0:24.563	 -0.195	 -0.215
       0:24.570	 -0.105	 -0.165
       0:24.578	 -0.075	 -0.085
       0:24.586	 -0.075	 -0.105
       0:24.594	 -0.125	 -0.065
       0:24.602	 -0.125	 -0.035
       0:24.609	 -0.135	 -0.015
       0:24.617	 -0.145	 -0.015
       0:24.625	 -0.175	 -0.025
       0:24.633	 -0.175	  0.015
       0:24.641	 -0.185	 -0.025
       0:24.648	 -0.185	 -0.025
       0:24.656	 -0.145	 -0.025
       0:24.664	 -0.135	 -0.015
       0:24.672	 -0.175	  0.015
       0:24.680	 -0.155	 -0.005
       0:24.688	 -0.145	 -0.035
       0:24.695	 -0.175	 -0.015
       0:24.703	 -0.135	 -0.015
       0:24.711	 -0.125	 -0.015
       0:24.719	 -0.165	 -0.025
       0:24.727	 -0.165	 -0.035
       0:24.734	 -0.125	 -0.015
       0:24.742	 -0.135	 -0.005
       0:24.750	 -0.135	 -0.005
       0:24.758	 -0.165	 -0.025
       0:24.766	 -0.145	 -0.025
       0:24.773	 -0.145	 -0.015
       0:24.781	 -0.145	 -0.015
       0:24.789	 -0.145	 -0.005
       0:24.797	 -0.125	  0.035
       0:24.805	 -0.095	  0.045
       0:24.813	 -0.075	  0.045
       0:24.820	 -0.045	  0.065
       0:24.828	 -0.015	  0.045
       0:24.836	  0.055	 -0.015
       0:24.844	 -0.025	 -0.035
       0:24.852	 -0.095	 -0.045
       0:24.859	 -0.115	 -0.045
       0:24.867	 -0.115	 -0.015
       0:24.875	 -0.145	 -0.015
       0:24.883	 -0.125	 -0.025
       0:24.891	 -0.155	 -0.035
       0:24.898	 -0.215	 -0.045
       0:24.906	 -0.245	 -0.015
       0:24.914	 -0.175	 -0.025
       0:24.922	 -0.145	 -0.035
       0:24.930	 -0.145	 -0.005
       0:24.938	 -0.205	  0.085
       0:24.945	 -0.765	  0.175
       0:24.953	 -0.555	 -0.025
       0:24.961	  0.705	 -0.425
       0:24.969	  2.265	 -0.315
       0:24.977	  2.845	 -0.015
       0:24.984	  2.625	  0.475
       0:24.992	  1.335	 -0.565
       0:25.000	 -0.145	 -0.825
       0:25.008	 -0.335	 -0.255
       0:25.016	 -0.235	 -0.015
       0:25.023	 -0.275	 -0.005
       0:25.031	 -0.335	 -0.025
       0:25.039	 -0.345	 -0.025
       0:25.047	 -0.335	 -0.025
       0:25.055	 -0.315	 -0.025
       0:25.063	 -0.315	 -0.065
       0:25.070	 -0.305	 -0.075
       0:25.078	 -0.265	 -0.065
       0:25.086	 -0.265	 -0.075
       0:25.094	 -0.255	 -0.095
       0:25.102	 -0.225	 -0.085
       0:25.109	 -0.195	 -0.065
       0:25.117	 -0.185	 -0.095
       0:25.125	 -0.155	 -0.115
       0:25.133	 -0.125	 -0.145
       0:25.141	 -0.095	 -0.145
       0:25.148	 -0.085	 -0.155
       0:25.156	 -0.055	 -0.215
       0:25.164	 -0.105	 -0.215
       0:25.172	 -0.105	 -0.225
       0:25.180	 -0.115	 -0.245
       0:25.188	 -0.105	 -0.255
       0:25.195	 -0.145	 -0.215
       0:25.203	 -0.145	 -0.215
       0:25.211	 -0.145	 -0.195
       0:25.219	 -0.115	 -0.145
       0:25.227	 -0.125	 -0.115
       0:25.234	 -0.095	 -0.055
       0:25.242	 -0.105	 -0.055
       0:25.250	 -0.145	 -0.045
       0:25.258	 -0.115	 -0.015
       0:25.266	 -0.105	  0.025
       0:25.273	 -0.135	  0.025
       0:25.281	 -0.145	  0.005
       0:25.289	 -0.145	  0.005
       0:25.297	 -0.165	  0.025
       0:25.305	 -0.105	  0.015
       0:25.313	 -0.145	 -0.015
       0:25.320	 -0.115	  0.015
       0:25.328	 -0.105	  0.025
       0:25.336	 -0.125	  0.025
       0:25.344	 -0.155	 -0.015
       0:25.352	 -0.105	  0.015
       0:25.359	 -0.085	  0.025
       0:25.367	 -0.115	 -0.005
       0:25.375	 -0.135	 -0.005
       0:25.383	 -0.115	 -0.005
       0:25.391	 -0.095	  0.025
       0:25.398	 -0.095	 -0.015
       0:25.406	 -0.125	 -0.025
       0:25.414	 -0.155	  0.005
       0:25.422	 -0.105	  0.015
       0:25.430	 -0.115	  0.005
       0:25.438	 -0.095	  0.015
       0:25.445	 -0.045	  0.035
       0:25.453	 -0.005	  0.075
       0:25.461	 -0.095	  0.065
       0:25.469	  0.015	  0.045
       0:25.477	  0.045	 -0.025
       0:25.484	 -0.005	 -0.015
       0:25.492	 -0.065	 -0.035
       0:25.500	 -0.115	 -0.055
       0:25.508	 -0.065	 -0.015
       0:25.516	 -0.085	  0.015
       0:25.523	 -0.155	 -0.025
       0:25.531	 -0.175	 -0.025
       0:25.539	 -0.195	 -0.025
       0:25.547	 -0.175	 -0.015
       0:25.555	 -0.185	 -0.035
       0:25.563	 -0.185	 -0.005
       0:25.570	 -0.135	 -0.025
       0:25.578	 -0.235	  0.135
       0:25.586	 -0.715	  0.155
       0:25.594	 -0.565	 -0.215
       0:25.602	  0.735	 -0.715
       0:25.609	  2.375	 -0.265
       0:25.617	  2.835	  0.385
       0:25.625	  2.505	  0.725
       0:25.633	  1.145	 -0.565
       0:25.641	 -0.165	 -0.725
       0:25.648	 -0.265	 -0.175
       0:25.656	 -0.225	 -0.025
       0:25.664	 -0.285	 -0.035
       0:25.672	 -0.335	 -0.045
       0:25.680	 -0.335	 -0.055
       0:25.688	 -0.365	 -0.065
       0:25.695	 -0.315	 -0.075
       0:25.703	 -0.305	 -0.065
       0:25.711	 -0.315	 -0.075
       0:25.719	 -0.265	 -0.105
       0:25.727	 -0.255	 -0.085
       0:25.734	 -0.225	 -0.105
       0:25.742	 -0.225	 -0.115
       0:25.750	 -0.175	 -0.155
       0:25.758	 -0.175	 -0.175
       0:25.766	 -0.145	 -0.145
       0:25.773	 -0.135	 -0.195
       0:25.781	 -0.105	 -0.225
       0:25.789	 -0.115	 -0.235
       0:25.797	 -0.105	 -0.265
       0:25.805	 -0.085	 -0.285
       0:25.813	 -0.085	 -0.305
       0:25.820	 -0.115	 -0.335
       0:25.828	 -0.105	 -0.325
       0:25.836	 -0.165	 -0.305
       0:25.844	 -0.175	 -0.275
       0:25.852	 -0.185	 -0.245
       0:25.859	 -0.155	 -0.175
       0:25.867	 -0.115	 -0.135
       0:25.875	 -0.125	 -0.095
       0:25.883	 -0.125	 -0.065
       0:25.891	 -0.135	 -0.035
       0:25.898	 -0.135	 -0.005
       0:25.906	 -0.165	  0.005
       0:25.914	 -0.185	 -0.005
       0:25.922	 -0.155	 -0.005
       0:25.930	 -0.165	 -0.005
       0:25.938	 -0.175	 -0.005
       0:25.945	 -0.155	 -0.005
       0:25.953	 -0.155	  0.005
       0:25.961	 -0.155	 -0.005
       0:25.969	 -0.165	 -0.005
       0:25.977	 -0.185	 -0.015
       0:25.984	 -0.155	 -0.005
       0:25.992	 -0.145	 -0.005
       0:26.000	 -0.155	  0.005
       0:26.008	 -0.145	 -0.005
       0:26.016	 -0.145	  0.005
       0:26.023	 -0.175	 -0.025
       0:26.031	 -0.185	 -0.025
       0:26.039	 -0.165	  0.005
       0:26.047	 -0.145	 -0.005
       0:26.055	 -0.175	 -0.015
       0:26.063	 -0.175	 -0.015
       0:26.070	 -0.165	 -0.015
       0:26.078	 -0.155	 -0.005
       0:26.086	 -0.105	  0.015
       0:26.094	 -0.085	  0.035
       0:26.102	 -0.125	  0.045
       0:26.109	 -0.035	  0.035
       0:26.117	 -0.005	 -0.025
       0:26.125	 -0.055	 -0.065
       0:26.133	 -0.085	 -0.055
       0:26.141	 -0.125	 -0.035
       0:26.148	 -0.165	 -0.025
       0:26.156	 -0.145	  0.025
       0:26.164	 -0.165	 -0.015
       0:26.172	 -0.215	 -0.035
       0:26.180	 -0.205	 -0.025
       0:26.188	 -0.225	 -0.025
       0:26.195	 -0.195	 -0.055
       0:26.203	 -0.195	 -0.025
       0:26.211	 -0.215	 -0.035
       0:26.219	 -0.195	  0.055
       0:26.227	 -0.705	  0.175
       0:26.234	 -0.715	 -0.105
       0:26.242	  0.165	 -0.735
       0:26.250	  1.875	 -0.355
       0:26.258	  2.715	  0.155
       0:26.266	  2.545	  0.895
       0:26.273	  1.585	 -0.015
       0:26.281	  0.055	 -0.825
       0:26.289	 -0.355	 -0.405
       0:26.297	 -0.305	 -0.065
       0:26.305	 -0.315	 -0.065
       0:26.313	 -0.345	 -0.075
       0:26.320	 -0.405	 -0.085
       0:26.328	 -0.385	 -0.095
       0:26.336	 -0.345	 -0.085
       0:26.344	 -0.345	 -0.105
       0:26.352	 -0.325	 -0.135
       0:26.359	 -0.275	 -0.105
       0:26.367	 -0.275	 -0.115
       0:26.375	 -0.265	 -0.165
       0:26.383	 -0.265	 -0.155
       0:26.391	 -0.205	 -0.165
       0:26.398	 -0.205	 -0.195
       0:26.406	 -0.185	 -0.225
       0:26.414	 -0.185	 -0.245
       0:26.422	 -0.145	 -0.285
       0:26.430	 -0.145	 -0.295
       0:26.438	 -0.135	 -0.345
       0:26.445	 -0.135	 -0.375
       0:26.453	 -0.135	 -0.375
       0:26.461	 -0.115	 -0.385
       0:26.469	 -0.145	 -0.405
       0:26.477	 -0.165	 -0.365
       0:26.484	 -0.145	 -0.345
       0:26.492	 -0.175	 -0.315
       0:26.500	 -0.135	 -0.275
       0:26.508	 -0.135	 -0.205
       0:26.516	 -0.135	 -0.135
       0:26.523	 -0.095	 -0.105
       0:26.531	 -0.085	 -0.075
       0:26.539	 -0.115	 -0.035
       0:26.547	 -0.135	 -0.025
       0:26.555	 -0.175	 -0.025
       0:26.563	 -0.185	 -0.025
       0:26.570	 -0.175	 -0.025
       0:26.578	 -0.185	 -0.015
       0:26.586	 -0.175	 -0.005
       0:26.594	 -0.155	 -0.035
       0:26.602	 -0.175	 -0.015
       0:26.609	 -0.165	  0.005
       0:26.617	 -0.205	 -0.005
       0:26.625	 -0.175	 -0.005
       0:26.633	 -0.135	 -0.015
       0:26.641	 -0.135	 -0.005
